1431	7	4	20220223
856	550	0	20220224
856	550	0	20220224
176	1027	0	20220224
159	158	3	20220224
1246	1432	3	20220224
10	21	2	20220224
1433	1434	3	20220224
100	439	3	20220224
10	7	2	20220224
1435	1436	3	20220224
1138	1437	4	20220224
1138	1437	4	20220224
1438	1168	4	20220224
173	261	4	20220224
1438	1168	4	20220224
1438	1168	4	20220224
1426	6	4	20220224
1426	6	4	20220224
1426	6	4	20220224
1439	7	5	20220224
27	200	0	20220217
27	16	0	20220217
10	7	3	20220217
10	7	3	20220217
10	652	3	20220217
10	7	3	20220217
77	151	2	20220217
173	180	4	20220217
180	173	4	20220217
1029	1003	2	20220217
18	678	3	20220217
759	1404	3	20220217
10	22	3	20220217
10	22	3	20220217
10	22	3	20220217
607	119	3	20220217
27	1348	7	20220217
1405	1406	4	20220217
1405	1406	4	20220217
1405	1406	4	20220217
408	566	8	20220218
1071	193	4	20220218
193	1071	4	20220218
1407	1408	3	20220218
183	249	3	20220218
626	522	3	20220218
428	408	15	20220218
408	428	8	20220218
1409	1410	3	20220218
1025	1328	4	20220218
1411	1412	3	20220218
510	896	3	20220218
856	425	3	20220218
856	425	3	20220218
280	281	3	20220218
280	281	3	20220218
280	281	3	20220218
662	290	4	20220218
1413	743	4	20220218
1413	743	4	20220218
1413	743	4	20220218
327	293	4	20220218
327	293	4	20220218
327	293	4	20220218
294	96	0	20220218
294	96	0	20220218
719	255	1	20220218
174	238	4	20220219
6	290	8	20220219
6	290	4	20220220
6	290	13	20220220
1065	258	3	20220220
6	290	13	20220220
1103	1414	10	20220220
1414	1103	14	20220220
855	6	4	20220220
855	6	4	20220220
855	6	4	20220220
1084	1083	4	20220220
1415	1416	0	20220221
1417	6	4	20220221
36	632	7	20220221
10	22	2	20220221
10	22	2	20220221
1323	1418	3	20220221
6	42	2	20220221
6	42	2	20220221
1323	1418	3	20220221
1323	1418	3	20220221
1419	14	3	20220221
1323	1420	3	20220221
1421	742	3	20220221
809	1165	3	20220221
809	1165	3	20220221
1422	2	4	20220221
1422	2	4	20220221
10	7	2	20220221
10	7	2	20220221
669	1399	4	20220221
1399	145	4	20220221
1399	669	4	20220221
1423	1104	3	20220221
2	3	3	20220221
173	180	8	20220221
328	808	4	20220221
328	808	5	20220221
1219	1408	3	20220222
174	515	4	20220222
174	515	4	20220222
174	515	4	20220222
742	459	2	20220222
7	285	2	20220222
328	808	3	20220222
7	285	2	20220222
97	7	2	20220222
1374	21	4	20220222
11	132	2	20220222
255	85	0	20220222
336	1424	8	20220223
1323	1425	3	20220223
339	86	0	20220223
1227	1228	0	20220223
1227	1228	0	20220223
1227	1228	0	20220223
1227	1228	0	20220223
6	1426	4	20220223
681	780	3	20220223
681	780	3	20220223
6	1426	4	20220223
6	1426	4	20220223
27	200	0	20220223
7	97	3	20220223
7	97	3	20220223
7	97	3	20220223
281	280	2	20220223
1427	1428	3	20220223
693	11	3	20220223
248	119	3	20220223
1227	1228	0	20220223
1399	1103	14	20220223
1399	1103	10	20220223
1103	1399	10	20220223
574	337	4	20220223
1429	290	4	20220223
1107	178	11	20220223
1371	1430	0	20220223
6	1426	4	20220223
1431	7	4	20220223
1431	7	4	20220223
856	550	0	20220224
856	550	0	20220224
176	1027	0	20220224
159	158	3	20220224
1246	1432	3	20220224
10	21	2	20220224
1433	1434	3	20220224
100	439	3	20220224
10	7	2	20220224
1435	1436	3	20220224
1138	1437	4	20220224
1138	1437	4	20220224
1438	1168	4	20220224
173	261	4	20220224
1438	1168	4	20220224
1438	1168	4	20220224
1426	6	4	20220224
1426	6	4	20220224
1426	6	4	20220224
1439	7	5	20220224
27	200	0	20220217
27	16	0	20220217
10	7	3	20220217
10	7	3	20220217
10	652	3	20220217
10	7	3	20220217
77	151	2	20220217
173	180	4	20220217
180	173	4	20220217
1029	1003	2	20220217
18	678	3	20220217
759	1404	3	20220217
10	22	3	20220217
10	22	3	20220217
10	22	3	20220217
607	119	3	20220217
27	1348	7	20220217
1405	1406	4	20220217
1405	1406	4	20220217
1405	1406	4	20220217
408	566	8	20220218
1071	193	4	20220218
193	1071	4	20220218
1407	1408	3	20220218
183	249	3	20220218
626	522	3	20220218
428	408	15	20220218
408	428	8	20220218
1409	1410	3	20220218
1025	1328	4	20220218
1411	1412	3	20220218
510	896	3	20220218
856	425	3	20220218
856	425	3	20220218
280	281	3	20220218
280	281	3	20220218
280	281	3	20220218
662	290	4	20220218
1413	743	4	20220218
1413	743	4	20220218
1413	743	4	20220218
327	293	4	20220218
327	293	4	20220218
327	293	4	20220218
294	96	0	20220218
294	96	0	20220218
719	255	1	20220218
174	238	4	20220219
6	290	8	20220219
6	290	4	20220220
6	290	13	20220220
1065	258	3	20220220
6	290	13	20220220
1103	1414	10	20220220
1414	1103	14	20220220
855	6	4	20220220
855	6	4	20220220
855	6	4	20220220
1084	1083	4	20220220
1415	1416	0	20220221
1417	6	4	20220221
36	632	7	20220221
10	22	2	20220221
10	22	2	20220221
1323	1418	3	20220221
6	42	2	20220221
6	42	2	20220221
1323	1418	3	20220221
1323	1418	3	20220221
1419	14	3	20220221
1323	1420	3	20220221
1421	742	3	20220221
809	1165	3	20220221
809	1165	3	20220221
1422	2	4	20220221
1422	2	4	20220221
10	7	2	20220221
10	7	2	20220221
669	1399	4	20220221
1399	145	4	20220221
1399	669	4	20220221
1423	1104	3	20220221
2	3	3	20220221
173	180	8	20220221
328	808	4	20220221
328	808	5	20220221
1219	1408	3	20220222
174	515	4	20220222
174	515	4	20220222
174	515	4	20220222
742	459	2	20220222
7	285	2	20220222
328	808	3	20220222
7	285	2	20220222
97	7	2	20220222
1374	21	4	20220222
11	132	2	20220222
255	85	0	20220222
336	1424	8	20220223
1323	1425	3	20220223
339	86	0	20220223
1227	1228	0	20220223
1227	1228	0	20220223
1227	1228	0	20220223
1227	1228	0	20220223
6	1426	4	20220223
681	780	3	20220223
681	780	3	20220223
6	1426	4	20220223
6	1426	4	20220223
27	200	0	20220223
7	97	3	20220223
7	97	3	20220223
7	97	3	20220223
281	280	2	20220223
1427	1428	3	20220223
693	11	3	20220223
248	119	3	20220223
1227	1228	0	20220223
1399	1103	14	20220223
1399	1103	10	20220223
1103	1399	10	20220223
574	337	4	20220223
1429	290	4	20220223
1107	178	11	20220223
1371	1430	0	20220223
6	1426	4	20220223
1431	7	4	20220223
1431	7	4	20220223
856	550	0	20220224
856	550	0	20220224
176	1027	0	20220224
159	158	3	20220224
1246	1432	3	20220224
10	21	2	20220224
1433	1434	3	20220224
100	439	3	20220224
10	7	2	20220224
1435	1436	3	20220224
1138	1437	4	20220224
1138	1437	4	20220224
1438	1168	4	20220224
173	261	4	20220224
1438	1168	4	20220224
1438	1168	4	20220224
1426	6	4	20220224
1426	6	4	20220224
1426	6	4	20220224
1439	7	5	20220224
